KEYS,5ht1a,5ht7,beta2,d2,h1,SMARTS
KLEK_0,1383,595,325,2822,439,[!#1][CH]([!#1])[!#1]
KLEK_1,152,77,21,415,42,[!#1][CH]([!#1])[CH]([!#1])[!#1]
KLEK_2,0,0,0,0,0,[!#1][CH]([!#1])[CH]([!#1])C([CH3])([CH3])[CH3]
KLEK_3,0,0,0,0,0,[!#1][CH]([!#1])[CH](C(=O)O[CH3])C(=O)O[CH3]
KLEK_4,0,0,0,0,0,[!#1][CH]([!#1])[CH]1[CH2][CH]([CH]([!#1])[!#1])[CH]([CH]1C(=O)[!#1])C(=O)[OH]
KLEK_5,0,0,0,0,0,[!#1][CH]([!#1])[CH2][CH]([CH]([CH2][CH]([!#1])[!#1])C(=O)[!#1])C(=O)[!#1]
KLEK_6,1,3,4,8,1,[!#1][CH]([!#1])[CH2][CH2][CH3]
KLEK_7,1,0,0,2,2,[!#1][CH]([!#1])[CH2][CH2]C([!#1])([!#1])[CH3]
KLEK_8,0,0,0,0,0,[!#1][CH]([!#1])[CH2]C(=N[NH]C(=S)[NH2])[CH2][CH3]
KLEK_9,33,11,1,106,4,[!#1][CH]([!#1])[CH2]C(=O)[!#1]
KLEK_10,0,0,0,0,0,[!#1][CH]([!#1])[CH2]C(=O)[CH2][CH3]
KLEK_11,0,0,0,0,0,[!#1][CH]([!#1])[CH2]C(=O)[CH3]
KLEK_12,2,0,0,14,0,[!#1][CH]([!#1])[CH2]N([!#1])[CH2][CH]([!#1])[!#1]
KLEK_13,207,134,136,344,121,[!#1][CH]([!#1])[CH3]
KLEK_14,0,0,0,0,0,[!#1][CH]([!#1])[N+](=O)[O-]
KLEK_15,52,37,10,445,45,[!#1][CH]([!#1])[NH]C(=O)[!#1]
KLEK_16,164,57,265,204,17,[!#1][CH]([!#1])[OH]
KLEK_17,28,24,7,42,17,[!#1][CH]([!#1])C([!#1])([!#1])[!#1]
KLEK_18,1,0,0,8,1,[!#1][CH]([!#1])C([!#1])([CH3])[CH3]
KLEK_19,104,72,16,179,111,[!#1][CH]([!#1])C(=O)[!#1]
KLEK_20,1,0,0,0,1,[!#1][CH]([!#1])C(=O)[CH]([!#1])[!#1]
KLEK_21,0,0,0,0,0,[!#1][CH]([!#1])C(=O)[CH2]C([CH3])([CH3])[CH2]C([!#1])([!#1])[!#1]
KLEK_22,0,0,0,0,0,[!#1][CH]([!#1])C(=O)[CH3]
KLEK_23,0,0,0,0,0,[!#1][CH]([!#1])C(=O)[NH][NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
KLEK_24,4,0,6,8,6,[!#1][CH]([!#1])C(=O)[OH]
KLEK_25,0,0,1,0,0,[!#1][CH]([!#1])C(=O)c1[cH][cH][cH][cH][cH]1
KLEK_26,2,2,0,17,62,[!#1][CH]([!#1])C(=O)c1[cH][cH]c([!#1])[cH][cH]1
KLEK_27,0,0,0,0,0,[!#1][CH]([!#1])C(=O)c1[cH][cH]c(Cl)[cH][cH]1
KLEK_28,0,0,0,0,0,[!#1][CH]([!#1])C(=O)c1c([CH3])[cH]c([CH3])[nH]c1=O
KLEK_29,0,0,0,0,0,[!#1][CH]([!#1])C(=O)c1c([CH3])[nH]c2[cH][cH][cH][cH]c12
KLEK_30,0,0,0,0,0,[!#1][CH]([!#1])C(=O)c1c([OH])[cH]c([CH3])oc1=O
KLEK_31,0,0,0,0,0,[!#1][CH]([!#1])C(=O)O[CH2][CH2]N([CH2][CH3])[CH2][CH3]
KLEK_32,60,29,2,163,33,[!#1][CH]([!#1])c1[cH][cH][cH][cH][cH]1
KLEK_33,87,26,6,126,8,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1[!#1]
KLEK_34,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1[N+](=O)[O-]
KLEK_35,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1[OH]
KLEK_36,0,0,1,1,0,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1Cl
KLEK_37,0,0,0,0,1,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1F
KLEK_38,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH][cH][cH]c1N([!#1])c2[cH][cH][cH][cH]c2[CH]([!#1])[!#1]
KLEK_39,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
KLEK_40,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH][cH]c(Br)[cH]1
KLEK_41,0,0,1,0,3,[!#1][CH]([!#1])c1[cH][cH][cH]n[cH]1
KLEK_42,4,4,2,1,1,[!#1][CH]([!#1])c1[cH][cH][cH]o1
KLEK_43,2,0,0,0,1,[!#1][CH]([!#1])c1[cH][cH][cH]s1
KLEK_44,29,27,8,193,14,[!#1][CH]([!#1])c1[cH][cH]c([!#1])[cH][cH]1
KLEK_45,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c([!#1])o1
KLEK_46,0,0,0,0,1,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)[CH]([!#1])[!#1]
KLEK_47,1,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
KLEK_48,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c([cH][cH]1)N([!#1])[CH3]
KLEK_49,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c([CH3])[cH]c1[CH3]
KLEK_50,0,0,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c([CH3])o1
KLEK_51,4,4,0,2,0,[!#1][CH]([!#1])c1[cH][cH]c([OH])[cH][cH]1
KLEK_52,0,0,0,4,2,[!#1][CH]([!#1])c1[cH][cH]c(Br)[cH][cH]1
KLEK_53,6,3,4,18,1,[!#1][CH]([!#1])c1[cH][cH]c(Cl)[cH][cH]1
KLEK_54,0,0,0,2,0,[!#1][CH]([!#1])c1[cH][cH]c(Cl)[cH]c1Cl
KLEK_55,6,12,2,33,4,[!#1][CH]([!#1])c1[cH][cH]c(F)[cH][cH]1
KLEK_56,1,1,0,0,0,[!#1][CH]([!#1])c1[cH][cH]c2O[CH2]Oc2[cH]1
KLEK_57,0,0,0,0,2,[!#1][CH]([!#1])c1[cH][cH]n[cH][cH]1
KLEK_58,12,13,0,9,0,[!#1][CH]([!#1])c1[cH][nH]c2[cH][cH][cH][cH]c12
KLEK_59,0,0,0,0,0,[!#1][CH]([!#1])c1[cH]c([!#1])nn1[!#1]
KLEK_60,0,0,0,0,0,[!#1][CH]([!#1])c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
KLEK_61,0,0,0,0,0,[!#1][CH]([!#1])c1[cH]c(Br)[cH]c(Br)c1[OH]
KLEK_62,0,0,0,0,0,[!#1][CH]([!#1])C1=C([OH])[CH2]C([CH3])([CH3])[CH2]C1=O
KLEK_63,0,0,0,0,0,[!#1][CH]([!#1])c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
KLEK_64,0,0,0,0,0,[!#1][CH]([!#1])c1c2[cH][cH][cH][cH]c2[cH]c3[cH][cH][cH][cH]c13
KLEK_65,0,0,0,0,0,[!#1][CH]([!#1])c1sc2[cH][cH][cH][cH]c2[n+]1[CH2][CH2][CH2]S(=O)(=O)[OH]
KLEK_66,119,45,8,173,16,[!#1][CH]([!#1])N([!#1])[CH3]
KLEK_67,0,1,0,8,0,[!#1][CH]([!#1])N([!#1])c1[cH][cH][cH][cH][cH]1
KLEK_68,27,16,0,9,2,[!#1][CH]([!#1])N([CH3])[CH3]
KLEK_69,0,2,0,0,0,[!#1][CH]([!#1])N1[CH2][CH2]O[CH2][CH2]1
KLEK_70,0,0,0,0,0,[!#1][CH]([!#1])O[CH2][CH2]N([CH3])[CH3]
KLEK_71,3,6,0,11,0,[!#1][CH]([!#1])OC(=O)[!#1]
KLEK_72,1,4,0,21,1,[!#1][CH]([!#1])S(=O)(=O)[!#1]
KLEK_73,0,0,1,0,0,[!#1][CH]([CH]([CH3])[CH3])C(=O)[OH]
KLEK_74,0,0,0,0,0,[!#1][CH]([CH]=[CH]c1[cH][cH]c(Cl)[cH]c1Cl)C([CH3])([CH3])[CH3]
KLEK_75,0,0,0,0,0,[!#1][CH]([CH2][CH2]C(=O)[OH])C(=O)[OH]
KLEK_76,0,0,0,0,0,[!#1][CH]([CH2][CH2]S[CH3])C(=O)[OH]
KLEK_77,0,0,0,0,0,[!#1][CH]([CH2][N+](=O)[O-])SC(=O)[CH3]
KLEK_78,0,0,0,0,0,[!#1][CH]([CH2]C(=N[NH]C(=O)[!#1])[!#1])C(=O)[OH]
KLEK_79,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH][cH][cH]1
KLEK_80,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c([CH3])[cH]1
KLEK_81,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Br)[cH]1
KLEK_82,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH][cH]c(Cl)[cH]1
KLEK_83,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
KLEK_84,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c([cH][cH]1)C(=O)[OH]
KLEK_85,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Br)[cH][cH]1
KLEK_86,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[!#1])C(=O)N([!#1])c1[cH][cH]c(Cl)[cH][cH]1
KLEK_87,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[NH2])C(=O)[OH]
KLEK_88,0,0,0,0,0,[!#1][CH]([CH2]C(=O)[OH])[NH]C(=O)C(F)(F)F
KLEK_89,0,0,0,2,0,[!#1][CH]([CH2]C(=O)[OH])C(=O)[OH]
KLEK_90,2,3,1,6,0,[!#1][CH]([CH3])[CH2][CH3]
KLEK_91,87,35,29,109,38,[!#1][CH]([CH3])[CH3]
KLEK_92,6,0,0,17,18,[!#1][CH]([CH3])[NH]C(=O)[!#1]
KLEK_93,0,0,0,0,0,[!#1][CH]([CH3])[NH]C(=O)[NH][CH2]C(=O)O[CH2][CH3]
KLEK_94,0,0,0,1,2,[!#1][CH]([CH3])[NH]C(=S)[!#1]
KLEK_95,0,0,0,0,0,[!#1][CH]([CH3])[NH]C(=S)[NH]C([!#1])([!#1])[!#1]
KLEK_96,0,0,2,0,0,[!#1][CH]([CH3])[NH]S(=O)(=O)[!#1]
KLEK_97,3,2,0,24,13,[!#1][CH]([CH3])C(=O)[!#1]
KLEK_98,0,0,0,0,0,[!#1][CH]([CH3])C(=O)[OH]
KLEK_99,0,0,0,0,0,[!#1][CH]([CH3])C(=O)O[CH2]C(=O)[!#1]
KLEK_100,7,6,0,8,8,[!#1][CH]([CH3])c1[cH][cH][cH][cH][cH]1
KLEK_101,5,0,2,58,7,[!#1][CH]([CH3])N([!#1])C(=O)[!#1]
KLEK_102,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])[NH]C(=O)[!#1]
KLEK_103,0,0,3,3,0,[!#1][CH]([NH]C(=O)[!#1])C(=O)[OH]
KLEK_104,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])C(Br)(Br)Br
KLEK_105,0,0,0,0,0,[!#1][CH]([NH]C(=O)[!#1])C(Cl)(Cl)Cl
KLEK_106,0,0,0,0,0,[!#1][CH]([NH]C(=O)[CH2][CH2][CH2][CH2][CH3])C(Cl)(Cl)Cl
KLEK_107,0,0,0,0,0,[!#1][CH]([NH]S(=O)(=O)[!#1])C(Cl)(Cl)Cl
KLEK_108,0,0,0,0,3,[!#1][CH]([NH2])[CH2][CH3]
KLEK_109,0,0,0,0,0,[!#1][CH]([NH2])[CH2]C(=O)[OH]
KLEK_110,0,0,0,1,1,[!#1][CH]([NH2])C(=O)[OH]
KLEK_111,0,0,0,0,0,[!#1][CH]([OH])[CH]([NH2])[CH2][OH]
KLEK_112,1,0,0,0,2,[!#1][CH]([OH])[CH2][NH]C(=O)[!#1]
KLEK_113,0,0,23,1,0,[!#1][CH]([OH])[CH2][NH2]
KLEK_114,0,0,0,0,0,[!#1][CH]([OH])[CH2][OH]
KLEK_115,0,0,0,0,0,[!#1][CH]([OH])C(=N[NH]C(=O)[!#1])[!#1]
KLEK_116,0,0,0,0,0,[!#1][CH]([OH])C(Cl)(Cl)Cl
KLEK_117,0,0,0,4,0,[!#1][CH]([OH])C(F)(F)F
KLEK_118,8,1,0,2,0,[!#1][CH]([OH])c1[cH][cH][cH][cH][cH]1
KLEK_119,0,0,0,0,0,[!#1][CH](C(=O)[CH3])C(=O)[CH3]
KLEK_120,0,0,0,0,0,[!#1][CH](C(=O)O[CH2][CH3])C(=O)O[CH2][CH3]
KLEK_121,0,0,0,0,0,[!#1][CH](C(=O)O[CH3])C(=O)O[CH3]
KLEK_122,0,0,0,0,0,[!#1][CH](F)C(F)(F)F
KLEK_123,0,0,0,0,0,[!#1][CH](F)OC(F)(F)F
KLEK_124,0,0,0,0,0,[!#1][CH](OC(=O)[CH3])OC(=O)[CH3]
KLEK_125,49,24,3,130,9,[!#1][CH]=[CH][!#1]
KLEK_126,0,0,0,0,0,[!#1][CH]=[CH][CH]([!#1])C([CH3])([CH3])[CH3]
KLEK_127,0,0,0,0,0,[!#1][CH]=[CH][CH]=C1SC(=S)N([!#1])C1=O
KLEK_128,0,0,0,0,0,[!#1][CH]=[CH][CH]=N[!#1]
KLEK_129,0,0,0,0,0,[!#1][CH]=[CH][CH]=N[NH]C(=O)[!#1]
KLEK_130,0,0,0,0,0,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[!#1]
KLEK_131,0,0,0,0,0,[!#1][CH]=[CH]C(=N[NH]C(=O)[!#1])[CH3]
KLEK_132,25,14,2,53,5,[!#1][CH]=[CH]C(=O)[!#1]
KLEK_133,0,0,0,0,0,[!#1][CH]=[CH]C(=O)[NH][NH]C(=O)[!#1]
KLEK_134,0,0,0,0,0,[!#1][CH]=[CH]C(=O)[NH]C(=S)[!#1]
KLEK_135,14,9,1,11,3,[!#1][CH]=[CH]C(=O)[OH]
KLEK_136,0,0,0,0,0,[!#1][CH]=[CH]N([!#1])[CH3]
KLEK_137,73,12,6,32,12,[!#1][CH]=[CH2]
KLEK_138,1,1,0,0,0,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[!#1]
KLEK_139,0,0,0,0,0,[!#1][CH]=C([NH]C(=O)[!#1])C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]
KLEK_140,0,0,0,15,0,[!#1][CH]=C(C#N)C#N
KLEK_141,0,0,0,0,0,[!#1][CH]=C(C#N)C(=O)[NH2]
KLEK_142,0,0,0,0,0,[!#1][CH]=C(C#N)C(=O)O[CH2][CH3]
KLEK_143,0,0,0,0,0,[!#1][CH]=C(Cl)Cl
KLEK_144,0,0,0,0,0,[!#1][CH]=C1[CH2]N([!#1])[CH2]C(=[CH][!#1])C1=O
KLEK_145,0,0,0,0,0,[!#1][CH]=c1[nH]c(=O)c(=[CH][!#1])[nH]c1=O
KLEK_146,0,0,0,0,0,[!#1][CH]=C1C(=NN(C1=O)c2[cH][cH]c([!#1])[cH][cH]2)[!#1]
KLEK_147,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)[NH]C1=O
KLEK_148,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)N([!#1])C1=O
KLEK_149,0,0,0,0,0,[!#1][CH]=C1C(=O)[NH]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
KLEK_150,0,0,0,0,0,[!#1][CH]=C1C(=O)c2[cH][cH][cH][cH]c2C1=O
KLEK_151,0,0,0,0,0,[!#1][CH]=C1C(=O)N(N=C1c2[cH][cH][cH][cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
KLEK_152,0,0,0,0,0,[!#1][CH]=C1C(=O)OC([!#1])([CH3])OC1=O
KLEK_153,0,0,0,0,0,[!#1][CH]=C1N=C(OC1=O)c2[cH][cH][cH][cH][cH]2
KLEK_154,0,0,0,0,0,[!#1][CH]=C1OC(=O)c2c1[cH]c([!#1])[nH]c2=O
KLEK_155,0,0,0,0,0,[!#1][CH]=C1SC(=N[!#1])[NH]C1=O
KLEK_156,0,0,0,0,0,[!#1][CH]=C1SC(=O)N([!#1])C1=O
KLEK_157,0,0,0,0,0,[!#1][CH]=C1SC(=S)[NH]C1=O
KLEK_158,0,0,0,0,0,[!#1][CH]=C1SC(=S)N([!#1])C1=O
KLEK_159,0,0,0,0,0,[!#1][CH]=C1SC(=S)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
KLEK_160,12,21,0,26,1,[!#1][CH]=N[!#1]
KLEK_161,0,0,0,0,0,[!#1][CH]=N[CH]([!#1])[CH3]
KLEK_162,0,0,0,0,0,[!#1][CH]=N[CH2][CH2][CH2][CH2][CH2][CH2]N=[CH][!#1]
KLEK_163,0,0,0,0,0,[!#1][CH]=N[CH2][CH2][NH]C(=O)[!#1]
KLEK_164,0,0,0,0,0,[!#1][CH]=N[CH2][CH2]N=[CH][!#1]
KLEK_165,0,0,0,0,0,[!#1][CH]=N[NH]C(=[NH])[NH][N+](=O)[O-]
KLEK_166,2,0,0,0,0,[!#1][CH]=N[NH]C(=[NH])[NH2]
KLEK_167,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[!#1]
KLEK_168,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[CH3]
KLEK_169,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[NH]C(=O)[!#1]
KLEK_170,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH]([!#1])[OH]
KLEK_171,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH]([CH3])[OH]
KLEK_172,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]
KLEK_173,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][CH2][CH2][CH2][CH3]
KLEK_174,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][NH]C(=O)[!#1]
KLEK_175,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2][OH]
KLEK_176,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[CH2]C(=O)[NH]N=[CH][!#1]
KLEK_177,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)[NH2]
KLEK_178,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)C(=O)[NH]N=[CH][!#1]
KLEK_179,0,0,0,0,0,[!#1][CH]=N[NH]C(=O)O[CH2][CH3]
KLEK_180,0,0,0,0,0,[!#1][CH]=N[NH]C(=S)[NH2]
KLEK_181,0,0,0,0,0,[!#1][CH]=N[NH]C(=S)S[CH3]
KLEK_182,0,0,0,0,0,[!#1][CH]=N[NH]S(=O)(=O)[!#1]
KLEK_183,0,0,0,1,0,[!#1][CH]=N[OH]
KLEK_184,0,0,0,0,0,[!#1][CH]=NC(=N[NH]C(=O)[!#1])[!#1]
KLEK_185,0,0,0,0,0,[!#1][CH]=NN([!#1])[CH3]
KLEK_186,0,0,0,0,0,[!#1][CH]=NN=[CH][!#1]
KLEK_187,0,0,0,1,0,[!#1][CH]=NOC(=O)[!#1]
KLEK_188,1,2,0,18,36,[!#1][CH]=O
KLEK_189,0,0,0,0,0,[!#1][CH]1[CH]([!#1])[CH]2[CH2][CH]1[CH]=[CH]2
KLEK_190,0,0,0,0,0,[!#1][CH]1[CH]([!#1])[CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24
KLEK_191,0,0,0,0,0,[!#1][CH]1[CH]([CH]2[CH2][CH]1[CH]=[CH]2)C(=O)[OH]
KLEK_192,0,0,0,0,0,[!#1][CH]1[CH]([CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24)C(=O)[OH]
KLEK_193,0,0,0,0,0,[!#1][CH]1[CH]([OH])O[CH]([CH2][OH])[CH]([OH])[CH]1[OH]
KLEK_194,0,0,0,0,0,[!#1][CH]1[CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2][CH]1[CH2]3
KLEK_195,0,0,0,0,0,[!#1][CH]1[CH]2[CH2][CH2][CH2][CH2][CH]12
KLEK_196,0,0,0,0,0,[!#1][CH]1[CH]2S[CH2]C1([!#1])[CH2][CH2][CH]2[!#1]
KLEK_197,0,0,0,0,0,[!#1][CH]1[CH2][CH]([CH3])[CH2][CH2][CH]1[CH]([CH3])[CH3]
KLEK_198,0,1,0,0,0,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1[!#1]
KLEK_199,0,0,0,0,0,[!#1][CH]1[CH2][CH]=[CH][CH2][CH]1C(=O)[OH]
KLEK_200,5,3,2,112,2,[!#1][CH]1[CH2][CH]1[!#1]
KLEK_201,0,0,0,3,0,[!#1][CH]1[CH2][CH]1c2[cH][cH][cH][cH][cH]2
KLEK_202,14,3,0,11,1,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[!#1]
KLEK_203,0,0,0,2,0,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]([CH2]1)N2[CH3]
KLEK_204,0,1,0,0,0,[!#1][CH]1[CH2][CH]2[CH2][CH2][CH]1[CH2]2
KLEK_205,0,0,0,0,0,[!#1][CH]1[CH2][CH]2[CH2][CH2]N1[CH2][CH]2[CH]=[CH2]
KLEK_206,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH]([!#1])[CH2]1
KLEK_207,32,8,0,358,1,[!#1][CH]1[CH2][CH2][CH]([!#1])[CH2][CH2]1
KLEK_208,0,0,0,1,0,[!#1][CH]1[CH2][CH2][CH]([CH2][CH2]1)C([CH3])([CH3])[CH3]
KLEK_209,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH]2[CH2][CH2][CH2][NH][CH]2[CH2]1
KLEK_210,1,0,0,1,1,[!#1][CH]1[CH2][CH2][CH2][CH]([!#1])N1[!#1]
KLEK_211,12,8,1,7,4,[!#1][CH]1[CH2][CH2][CH2][CH2][CH]1[!#1]
KLEK_212,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2][CH2][CH2]1
KLEK_213,16,7,2,33,8,[!#1][CH]1[CH2][CH2][CH2][CH2][CH2]1
KLEK_214,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2][NH]C1=O
KLEK_215,17,6,1,11,13,[!#1][CH]1[CH2][CH2][CH2][CH2]1
KLEK_216,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2][CH2]C1=O
KLEK_217,6,6,0,15,1,[!#1][CH]1[CH2][CH2][CH2][CH2]N1[!#1]
KLEK_218,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]C1=N[NH]C(=S)[NH2]
KLEK_219,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([!#1])[cH]c23
KLEK_220,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([cH]c23)c4[cH][cH][cH][cH][cH]4
KLEK_221,0,0,0,0,0,[!#1][CH]1[CH2][CH2][CH2]c2c1[nH]c3[cH][cH]c([CH3])[cH]c23
KLEK_222,50,26,0,40,2,[!#1][CH]1[CH2][CH2][CH2]N([!#1])[CH2]1
KLEK_223,46,35,4,32,28,[!#1][CH]1[CH2][CH2][CH2]N1[!#1]
KLEK_224,1,0,0,12,3,[!#1][CH]1[CH2][CH2][CH2]O1
KLEK_225,30,7,1,10,4,[!#1][CH]1[CH2][CH2][NH][CH2][CH2]1
KLEK_226,0,0,0,0,0,[!#1][CH]1[CH2][CH2][NH]C(=O)[NH]1
KLEK_227,36,8,0,33,77,[!#1][CH]1[CH2][CH2]1
KLEK_228,0,0,0,0,0,[!#1][CH]1[CH2][CH2]C([!#1])(C(=O)[OH])C1([!#1])[CH3]
KLEK_229,0,0,0,0,0,[!#1][CH]1[CH2][CH2]C([CH3])(C(=O)[OH])C1([CH3])[CH3]
KLEK_230,0,0,0,0,0,[!#1][CH]1[CH2][CH2]c2c([!#1])c([!#1])sc2C1=O
KLEK_231,342,169,37,499,79,[!#1][CH]1[CH2][CH2]N([!#1])[CH2][CH2]1
KLEK_232,0,0,0,1,0,[!#1][CH]1[CH2][CH2]OC1=O
KLEK_233,0,0,0,0,0,[!#1][CH]1[CH2][CH2]S(=O)(=O)[CH2]1
KLEK_234,0,0,0,0,0,[!#1][CH]1[CH2][NH]c2[cH][cH][cH][cH]c12
KLEK_235,0,0,0,0,0,[!#1][CH]1[CH2]C([!#1])([CH]([!#1])[CH2]N1[!#1])c2[cH][cH][cH][cH][cH]2
KLEK_236,0,0,0,0,0,[!#1][CH]1[CH2]C([!#1])([CH3])[NH]C([!#1])([CH3])[CH2]1
KLEK_237,0,0,0,0,0,[!#1][CH]1[CH2]C([CH3])([CH3])[NH]C([CH3])([CH3])[CH2]1
KLEK_238,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH][cH][cH]2
KLEK_239,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c([!#1])[cH]2
KLEK_240,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c(Cl)[cH]2
KLEK_241,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH][cH]c3[cH][cH][cH][cH]c23
KLEK_242,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c([!#1])[cH][cH]2
KLEK_243,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Br)[cH][cH]2
KLEK_244,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(Cl)[cH][cH]2
KLEK_245,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(C1=O)c2[cH][cH]c(O[CH3])[cH][cH]2
KLEK_246,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)N(N([CH3])[CH3])C1=O
KLEK_247,0,0,0,0,0,[!#1][CH]1[CH2]C(=O)O[CH]1c2[cH][cH][cH][cH][cH]2
KLEK_248,0,0,0,3,0,[!#1][CH]1[CH2]C1([!#1])[CH3]
KLEK_249,0,0,0,0,0,[!#1][CH]1[CH2]C1([CH3])[CH3]
KLEK_250,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
KLEK_251,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH]c([!#1])[cH][cH]2)c3[cH][cH]c([!#1])[cH][cH]3
KLEK_252,0,0,0,0,0,[!#1][CH]1[CH2]C1(c2[cH][cH]c([CH3])[cH][cH]2)c3[cH][cH]c([CH3])[cH][cH]3
KLEK_253,0,0,0,0,0,[!#1][CH]1[CH2]C2([!#1])[CH2]C([!#1])([CH2][CH]([!#1])C2=O)C1=O
KLEK_254,0,1,0,1,0,[!#1][CH]1[CH2]c2[cH][cH][cH]c3[cH][cH][cH]c1c23
KLEK_255,0,0,0,0,0,[!#1][CH]1[CH2]C21[CH2][CH2][CH2]2
